"","Trial","Dist_fis","Respuesta","Sujeto","Bloque"
"1861",7,5,6,"S022","INDVIRTUAL"
"1862",8,1,3,"S022","INDVIRTUAL"
"1863",9,4,5,"S022","INDVIRTUAL"
"1864",10,6,6,"S022","INDVIRTUAL"
"1865",11,3,5,"S022","INDVIRTUAL"
"1866",12,2,4,"S022","INDVIRTUAL"
"1867",13,5,5,"S022","INDVIRTUAL"
"1868",14,4,5,"S022","INDVIRTUAL"
"1869",15,3,4,"S022","INDVIRTUAL"
"1870",16,1,2,"S022","INDVIRTUAL"
"1871",17,2,4,"S022","INDVIRTUAL"
"1872",18,6,6,"S022","INDVIRTUAL"
"1873",19,2,4,"S022","INDVIRTUAL"
"1874",20,5,5,"S022","INDVIRTUAL"
"1875",21,1,2,"S022","INDVIRTUAL"
"1876",22,3,5,"S022","INDVIRTUAL"
"1877",23,6,6.5,"S022","INDVIRTUAL"
"1878",24,4,6,"S022","INDVIRTUAL"
"1879",1,6,7,"S022","REAL"
"1880",2,5,9,"S022","REAL"
"1881",3,2,4,"S022","REAL"
"1882",4,4,7,"S022","REAL"
"1883",5,3,6,"S022","REAL"
"1884",6,1,2,"S022","REAL"
"1885",7,5,6,"S022","REAL"
"1886",8,3,5,"S022","REAL"
"1887",9,1,1.5,"S022","REAL"
"1888",10,4,6,"S022","REAL"
"1889",11,6,8,"S022","REAL"
"1890",12,2,5,"S022","REAL"
"1891",13,1,3,"S022","REAL"
"1892",14,2,4,"S022","REAL"
"1893",15,6,7,"S022","REAL"
"1894",16,3,6,"S022","REAL"
"1895",17,4,5,"S022","REAL"
"1896",18,5,6,"S022","REAL"
"1897",19,1,2,"S022","REAL"
"1898",20,2,4,"S022","REAL"
"1899",21,5,5.5,"S022","REAL"
"1900",22,3,6,"S022","REAL"
"1901",23,6,8,"S022","REAL"
"1902",24,4,6,"S022","REAL"
"1903",1,6,7,"S022","SIMULADO"
"1904",2,3,3,"S022","SIMULADO"
"1905",3,5,9,"S022","SIMULADO"
"1906",4,1,0.05,"S022","SIMULADO"
"1907",5,2,0.05,"S022","SIMULADO"
"1908",6,4,3,"S022","SIMULADO"
"1909",7,5,6,"S022","SIMULADO"
"1910",8,1,0.01,"S022","SIMULADO"
"1911",9,2,0.01,"S022","SIMULADO"
"1912",10,3,5,"S022","SIMULADO"
"1913",11,4,1.5,"S022","SIMULADO"
"1914",12,6,7,"S022","SIMULADO"
"1915",13,4,2,"S022","SIMULADO"
"1916",14,5,4,"S022","SIMULADO"
"1917",15,2,1,"S022","SIMULADO"
"1918",16,3,3,"S022","SIMULADO"
"1919",17,6,8,"S022","SIMULADO"
"1920",18,1,1,"S022","SIMULADO"
"1921",19,4,2,"S022","SIMULADO"
"1922",20,3,4,"S022","SIMULADO"
"1923",21,1,0.5,"S022","SIMULADO"
"1924",22,5,9,"S022","SIMULADO"
"1925",23,6,4,"S022","SIMULADO"
"1926",24,2,2,"S022","SIMULADO"
"1927",1,5,8,"S022","VIRTUAL"
"1928",2,3,11,"S022","VIRTUAL"
"1929",3,4,10,"S022","VIRTUAL"
"1930",4,6,5,"S022","VIRTUAL"
"1931",5,2,1,"S022","VIRTUAL"
"1932",6,1,0.5,"S022","VIRTUAL"
"1933",7,1,0.2,"S022","VIRTUAL"
"1934",8,3,6,"S022","VIRTUAL"
"1935",9,4,9,"S022","VIRTUAL"
"1936",10,2,3,"S022","VIRTUAL"
"1937",11,6,7,"S022","VIRTUAL"
"1938",12,5,7,"S022","VIRTUAL"
"1939",13,3,6,"S022","VIRTUAL"
"1940",14,1,1.5,"S022","VIRTUAL"
"1941",15,5,8,"S022","VIRTUAL"
"1942",16,4,8,"S022","VIRTUAL"
"1943",17,6,9,"S022","VIRTUAL"
"1944",18,2,4,"S022","VIRTUAL"
"1945",19,2,4,"S022","VIRTUAL"
"1946",20,4,7,"S022","VIRTUAL"
"1947",21,3,8,"S022","VIRTUAL"
"1948",22,5,11,"S022","VIRTUAL"
"1949",23,6,11,"S022","VIRTUAL"
"1950",24,1,0.2,"S022","VIRTUAL"
"1951",1,5,3,"S023","INDVIRTUAL"
"1952",2,3,2.8,"S023","INDVIRTUAL"
"1953",3,4,2.9,"S023","INDVIRTUAL"
"1954",4,6,2.8,"S023","INDVIRTUAL"
"1955",5,2,2.5,"S023","INDVIRTUAL"
"1956",6,1,1,"S023","INDVIRTUAL"
"1957",7,1,0.8,"S023","INDVIRTUAL"
"1958",8,3,2.5,"S023","INDVIRTUAL"
"1959",9,4,2.7,"S023","INDVIRTUAL"
"1960",10,2,1.5,"S023","INDVIRTUAL"
"1961",11,6,2.7,"S023","INDVIRTUAL"
"1962",12,5,2.5,"S023","INDVIRTUAL"
"1963",13,3,2,"S023","INDVIRTUAL"
"1964",14,1,0.7,"S023","INDVIRTUAL"
"1965",15,5,2.8,"S023","INDVIRTUAL"
"1966",16,4,2.5,"S023","INDVIRTUAL"
"1967",17,6,2.8,"S023","INDVIRTUAL"
"1968",18,2,1.5,"S023","INDVIRTUAL"
"1969",19,2,0.8,"S023","INDVIRTUAL"
"1970",20,4,2.5,"S023","INDVIRTUAL"
"1971",21,3,2,"S023","INDVIRTUAL"
"1972",22,5,2.3,"S023","INDVIRTUAL"
"1973",23,6,2,"S023","INDVIRTUAL"
"1974",24,1,0.5,"S023","INDVIRTUAL"
"1975",1,4,2,"S023","REAL"
"1976",2,1,1,"S023","REAL"
"1977",3,5,2.5,"S023","REAL"
"1978",4,3,2,"S023","REAL"
"1979",5,6,1.8,"S023","REAL"
"1980",6,2,1.5,"S023","REAL"
"1981",7,2,1.5,"S023","REAL"
"1982",8,1,0,"S023","REAL"
"1983",9,5,2.5,"S023","REAL"
"1984",10,4,2.5,"S023","REAL"
"1985",11,3,2.3,"S023","REAL"
"1986",12,6,2.7,"S023","REAL"
"1987",13,6,2.7,"S023","REAL"
"1988",14,1,1,"S023","REAL"
"1989",15,4,2,"S023","REAL"
"1990",16,5,1.8,"S023","REAL"
"1991",17,3,2,"S023","REAL"
"1992",18,2,1.5,"S023","REAL"
"1993",19,1,1,"S023","REAL"
"1994",20,5,2,"S023","REAL"
"1995",21,2,2.5,"S023","REAL"
"1996",22,6,3,"S023","REAL"
"1997",23,3,2.8,"S023","REAL"
"1998",24,4,2.5,"S023","REAL"
"1999",1,6,2,"S023","SIMULADO"
"2000",2,3,2.1,"S023","SIMULADO"
"2001",3,5,1.9,"S023","SIMULADO"
"2002",4,1,0.7,"S023","SIMULADO"
"2003",5,2,0.8,"S023","SIMULADO"
"2004",6,4,0.5,"S023","SIMULADO"
"2005",7,5,1.8,"S023","SIMULADO"
"2006",8,1,0.6,"S023","SIMULADO"
"2007",9,2,0.5,"S023","SIMULADO"
"2008",10,3,2.1,"S023","SIMULADO"
"2009",11,4,1,"S023","SIMULADO"
"2010",12,6,2.5,"S023","SIMULADO"
"2011",13,4,0.8,"S023","SIMULADO"
"2012",14,5,1.8,"S023","SIMULADO"
"2013",15,2,0.5,"S023","SIMULADO"
"2014",16,3,2,"S023","SIMULADO"
"2015",17,6,2.5,"S023","SIMULADO"
"2016",18,1,0.3,"S023","SIMULADO"
"2017",19,4,0.8,"S023","SIMULADO"
"2018",20,3,1.5,"S023","SIMULADO"
"2019",21,1,0.4,"S023","SIMULADO"
"2020",22,5,2.5,"S023","SIMULADO"
"2021",23,6,2.8,"S023","SIMULADO"
"2022",24,2,0.7,"S023","SIMULADO"
"2023",1,6,2.5,"S023","VIRTUAL"
"2024",2,5,2,"S023","VIRTUAL"
"2025",3,2,1,"S023","VIRTUAL"
"2026",4,4,1.5,"S023","VIRTUAL"
"2027",5,3,1.8,"S023","VIRTUAL"
"2028",6,1,0.8,"S023","VIRTUAL"
"2029",7,5,1.8,"S023","VIRTUAL"
"2030",8,3,2,"S023","VIRTUAL"
"2031",9,1,1,"S023","VIRTUAL"
"2032",10,4,1.9,"S023","VIRTUAL"
"2033",11,6,2,"S023","VIRTUAL"
"2034",12,2,1.5,"S023","VIRTUAL"
"2035",13,1,0.7,"S023","VIRTUAL"
"2036",14,2,1.5,"S023","VIRTUAL"
"2037",15,6,2.5,"S023","VIRTUAL"
"2038",16,3,2.3,"S023","VIRTUAL"
"2039",17,4,2.5,"S023","VIRTUAL"
"2040",18,5,2.7,"S023","VIRTUAL"
"2041",19,1,1,"S023","VIRTUAL"
"2042",20,2,1.5,"S023","VIRTUAL"
"2043",21,5,2,"S023","VIRTUAL"
"2044",22,3,1.8,"S023","VIRTUAL"
"2045",23,6,2.5,"S023","VIRTUAL"
"2046",24,4,1.8,"S023","VIRTUAL"
"2047",1,1,1,"S024","INDVIRTUAL"
"2048",2,5,5,"S024","INDVIRTUAL"
"2049",3,3,4,"S024","INDVIRTUAL"
"2050",4,6,4,"S024","INDVIRTUAL"
"2051",5,4,4,"S024","INDVIRTUAL"
"2052",6,2,2,"S024","INDVIRTUAL"
"2053",7,6,4,"S024","INDVIRTUAL"
"2054",8,4,4,"S024","INDVIRTUAL"
"2055",9,2,2,"S024","INDVIRTUAL"
"2056",10,1,1,"S024","INDVIRTUAL"
"2057",11,5,4,"S024","INDVIRTUAL"
"2058",12,3,3,"S024","INDVIRTUAL"
"2059",13,4,4,"S024","INDVIRTUAL"
"2060",14,1,1,"S024","INDVIRTUAL"
"2061",15,5,4,"S024","INDVIRTUAL"
"2062",16,6,5,"S024","INDVIRTUAL"
"2063",17,3,3,"S024","INDVIRTUAL"
"2064",18,2,2,"S024","INDVIRTUAL"
"2065",19,5,4,"S024","INDVIRTUAL"
"2066",20,2,2,"S024","INDVIRTUAL"
"2067",21,6,5,"S024","INDVIRTUAL"
"2068",22,3,3,"S024","INDVIRTUAL"
"2069",23,1,1,"S024","INDVIRTUAL"
"2070",24,4,4,"S024","INDVIRTUAL"
"2071",1,6,4,"S024","REAL"
"2072",2,3,3,"S024","REAL"
"2073",3,5,4,"S024","REAL"
"2074",4,1,1,"S024","REAL"
"2075",5,2,2,"S024","REAL"
"2076",6,4,4,"S024","REAL"
"2077",7,5,4,"S024","REAL"
"2078",8,1,1,"S024","REAL"
"2079",9,2,2,"S024","REAL"
"2080",10,3,4,"S024","REAL"
"2081",11,4,5,"S024","REAL"
"2082",12,6,5,"S024","REAL"
"2083",13,4,4,"S024","REAL"
"2084",14,5,4,"S024","REAL"
"2085",15,2,2,"S024","REAL"
"2086",16,3,4,"S024","REAL"
"2087",17,6,5,"S024","REAL"
"2088",18,1,1,"S024","REAL"
"2089",19,4,4,"S024","REAL"
"2090",20,3,4,"S024","REAL"
"2091",21,1,1,"S024","REAL"
"2092",22,5,4,"S024","REAL"
"2093",23,6,5,"S024","REAL"
"2094",24,2,2,"S024","REAL"
"2095",1,3,1,"S024","SIMULADO"
"2096",2,4,0.5,"S024","SIMULADO"
"2097",3,1,0.5,"S024","SIMULADO"
"2098",4,6,3,"S024","SIMULADO"
"2099",5,2,0.5,"S024","SIMULADO"
"2100",6,5,2,"S024","SIMULADO"
"2101",7,6,3,"S024","SIMULADO"
"2102",8,3,1,"S024","SIMULADO"
"2103",9,1,0.5,"S024","SIMULADO"
"2104",10,4,1,"S024","SIMULADO"
"2105",11,5,2,"S024","SIMULADO"
"2106",12,2,0.5,"S024","SIMULADO"
"2107",13,4,1,"S024","SIMULADO"
"2108",14,3,1,"S024","SIMULADO"
"2109",15,5,2,"S024","SIMULADO"
"2110",16,1,0.5,"S024","SIMULADO"
"2111",17,2,1,"S024","SIMULADO"
"2112",18,6,3,"S024","SIMULADO"
"2113",19,2,0.5,"S024","SIMULADO"
"2114",20,5,2,"S024","SIMULADO"
"2115",21,4,1,"S024","SIMULADO"
"2116",22,6,3,"S024","SIMULADO"
"2117",23,1,0.5,"S024","SIMULADO"
"2118",24,3,2,"S024","SIMULADO"
"2119",1,4,4,"S024","VIRTUAL"
"2120",2,2,3,"S024","VIRTUAL"
"2121",3,1,1,"S024","VIRTUAL"
"2122",4,3,4,"S024","VIRTUAL"
"2123",5,6,5,"S024","VIRTUAL"
"2124",6,5,4,"S024","VIRTUAL"
"2125",7,5,4,"S024","VIRTUAL"
"2126",8,1,1,"S024","VIRTUAL"
"2127",9,4,5,"S024","VIRTUAL"
"2128",10,6,5,"S024","VIRTUAL"
"2129",11,3,4,"S024","VIRTUAL"
"2130",12,2,2,"S024","VIRTUAL"
"2131",13,5,4,"S024","VIRTUAL"
"2132",14,4,5,"S024","VIRTUAL"
"2133",15,3,3,"S024","VIRTUAL"
"2134",16,1,1,"S024","VIRTUAL"
"2135",17,2,2,"S024","VIRTUAL"
"2136",18,6,4,"S024","VIRTUAL"
"2137",19,2,3,"S024","VIRTUAL"
"2138",20,5,4,"S024","VIRTUAL"
"2139",21,1,1,"S024","VIRTUAL"
"2140",22,3,4,"S024","VIRTUAL"
"2141",23,6,5,"S024","VIRTUAL"
"2142",24,4,4,"S024","VIRTUAL"
